       0  -121.401 
      50  -121.094 
     100  -122.118 
     150  -121.132 
     200  -121.859 
     250  -125.234 
     300  -122.996 
     350  -121.132 
     400  -125.117 
     450  -121.198 
     500  -118.211 
     550  -119.315 
     600  -120.283 
     650  -118.758 
     700  -123.783 
     750  -121.854 
     800  -119.744 
     850  -124.834 
     900  -120.811 
     950  -115.985 
    1000  -123.442 
    1050  -119.908 
    1100  -125.059 
    1150  -124.477 
    1200  -117.390 
    1250  -120.336 
    1300  -121.923 
    1350  -123.217 
    1400  -126.150 
    1450  -123.866 
    1500  -125.600 
    1550  -125.917 
    1600  -123.360 
    1650  -118.842 
    1700  -118.899 
    1750  -120.675 
    1800  -123.730 
    1850  -123.888 
    1900  -123.980 
    1950  -121.129 
    2000  -120.334 
    2050  -118.854 
    2100  -119.508 
    2150  -123.441 
    2200  -120.135 
    2250  -124.659 
    2300  -123.545 
    2350  -119.164 
    2400  -121.126 
    2450  -119.885 
    2500  -119.009 
    2550  -122.572 
    2600  -121.735 
    2650  -120.062 
    2700  -121.401 
    2750  -121.804 
    2800  -120.320 
    2850  -119.618 
    2900  -122.634 
    2950  -123.340 
    3000  -122.404 
    3050  -123.619 
    3100  -121.873 
    3150  -122.154 
    3200  -122.542 
    3250  -124.756 
    3300  -123.564 
    3350  -124.178 
    3400  -122.144 
    3450  -125.278 
    3500  -124.467 
    3550  -124.922 
    3600  -126.053 
    3650  -123.494 
    3700  -123.928 
    3750  -124.031 
    3800  -123.285 
    3850  -124.839 
    3900  -125.627 
    3950  -124.877 
    4000  -122.925 
    4050  -124.032 
    4100  -123.607 
    4150  -121.176 
    4200  -123.014 
    4250  -123.423 
    4300  -121.260 
    4350  -123.054 
    4400  -121.702 
    4450  -121.942 
    4500  -118.367 
    4550  -117.878 
    4600  -120.476 
    4650  -123.890 
    4700  -123.161 
    4750  -124.453 
    4800  -122.691 
    4850  -123.358 
    4900  -120.777 
    4950  -119.645 
    5000  -120.995 
    5050  -120.078 
    5100  -125.078 
    5150  -125.452 
    5200  -120.866 
    5250  -119.431 
    5300  -119.983 
    5350  -122.198 
    5400  -123.764 
    5450  -123.357 
    5500  -124.234 
    5550  -125.239 
    5600  -127.161 
    5650  -126.353 
    5700  -124.808 
    5750  -124.522 
    5800  -123.503 
    5850  -123.723 
    5900  -122.457 
    5950  -123.923 
    6000  -122.307 
    6050  -120.913 
    6100  -122.773 
    6150  -120.776 
    6200  -117.719 
    6250  -119.360 
    6300  -117.497 
    6350  -121.386 
    6400  -123.352 
    6450  -122.037 
    6500  -121.746 
    6550  -124.757 
    6600  -121.729 
    6650  -121.041 
    6700  -120.979 
    6750  -122.401 
    6800  -123.487 
    6850  -123.229 
    6900  -118.733 
    6950  -121.615 
    7000  -121.825 
    7050  -122.693 
    7100  -122.575 
    7150  -120.881 
    7200  -119.720 
    7250  -121.764 
    7300  -123.146 
    7350  -122.511 
    7400  -122.152 
    7450  -123.084 
    7500  -122.840 
    7550  -125.882 
    7600  -124.902 
    7650  -125.116 
    7700  -122.314 
    7750  -120.638 
    7800  -118.967 
    7850  -121.086 
    7900  -119.041 
    7950  -123.753 
    8000  -121.590 
    8050  -125.186 
    8100  -120.875 
    8150  -118.819 
    8200  -121.266 
    8250  -119.040 
    8300  -120.598 
    8350  -121.846 
    8400  -121.999 
    8450  -122.893 
    8500  -121.493 
    8550  -119.739 
    8600  -119.688 
    8650  -118.561 
    8700  -118.813 
    8750  -121.938 
    8800  -122.108 
    8850  -123.129 
    8900  -123.414 
    8950  -124.547 
    9000  -123.170 
    9050  -119.845 
    9100  -124.442 
    9150  -125.142 
    9200  -125.378 
